Timestamp,teachingscore,teaching,coursecontentscore,coursecontent,examinationscore,examination,labworkscore,labwork,libraryfacilitiesscore,libraryfacilities,extracurricularscore,extracurricular,Email Address
2/15/2020 23:36:22,-1,Maths part isn't well explained,1,Okay,1,Nice,1,Okay,-1,Some times central card isnt allowed for books exchange which is annoying !!!!,1,Public social activities are perfect and develops humanity in students,
2/15/2020 23:41:09,0,Happy yet not satisfied teaching techniques,1,Good,1,Cool,-1,Lab should have updated softwares,1,Good,1,Sports club is awesome,
2/15/2020 23:42:39,0,Maths is best explained but some sums are difficult for them to explain,1,Okay,1,Nice,1,Clean n best,1,Best,-1,Biology club is boring for engineers like me,
2/15/2020 23:44:28,1,Poetical way of explaining is best,1,Nyccc,1,Nyccc,1,Perrrrrfectttt,-1,Literature related books are not there,-1,Physics club is boring and so I lost interest,
2/15/2020 23:45:54,-1,Peer tutoring isn't that good method,1,Okayz,1,Fy9,1,Niceeeeee,1,Seems like Historical place ,1,Architecture club is amazing and I can learn many arts from it,
2/15/2020 23:47:10,0,Okay but not as per the curriculum mentioned,1,Is gudd,1,Okay,1,Finee,1,Nice,-1,Management activities aren't there,
2/15/2020 23:54:25,-1,Continue scolding won't help,1,Okay,1,Nice,1,Best,1,Perfect and best too,-1,High risk activities are included ,
2/16/2020 0:05:26,-1,Not helpful notes at all,1,Okay,1,Fine,1,Okayz,-1,Just casual approach towards returning books,1,Robotics is best 1....,
2/16/2020 11:14:57,-1,Not clearing my doubts n ignoring,1,Nice,1,Nice,1,Quite active staff evrrrrrr,1,Happy to be part of this library,1,National level competition are encouraged too this time,
2/16/2020 22:20:12,-1,Voice not audible,-1,To small,0,Good,-1,Never finishes on time,-1,Staff is not supportive,-1,Staff is not supportive,
2/16/2020 22:21:07,0,Good,0,Finshes on time,0,Simple,0,Up to date,0,Good,0,Good,
2/16/2020 22:21:57,-1,Poor,-1,Bad,-1,Not good,-1,Never finsh on time,-1,Not good,-1,Bad,
2/16/2020 22:23:15,-1,Teaching is not good,-1,Too large,-1,Lengthy,-1,Very bad,-1,Not good,0,Good,
2/16/2020 22:25:25,0,Communication is not good but teaching is good,-1,Never finshes on time,-1,Tough,-1,Never finishes on time,0,Lrage but not all books are available,-1,Not available,
2/16/2020 22:26:16,-1,Not good,-1,Never finishes on time,-1,Tough,-1,Never finishes on time,-1,Bad,-1,Not available,
2/16/2020 22:28:06,0,Teaching is poor but communicates very well,1,Finshes on time,-1,Tough,-1,Not good,-1,Not available,0,Staff is not good but equipments are availble,
2/16/2020 22:29:23,-1,Teaching is poor,-1,Not good,-1,Tough,-1,Explanation is poor,-1,Library is not good,-1,Staff is not good,
2/16/2020 22:32:09,-1,his teaching  skills needed to be better,-1,the contents are not very well explained,1,the questions are not that much tough,0,the communication skills are not good but they explain it very well,0,the staff is good but not all books are available,-1,the staff is not supportive,
2/16/2020 23:24:48,-1,teaching is good but voice is not audible,-1,contents are not very well explained,-1,they asked theory question too much  but never concentrate on facts,-1,not useful content and good lecturer,-1,"""The module id not useful ",-1,The teacher is very lazy,
2/16/2020 23:34:12,-1,The lecturer not very well explained the topic. ,-1,The content has not fuelled my interest in this area of content,-1,The content has not fuelled my interest in this area.,-1,The lab equipment class is not very good ,-1,The library is not very good and helpful,-1,not Well organised and not support,
2/16/2020 23:41:06,-1,The lectures are not very interesting and make me eager to listen to them. ,-1, The contents are not with real-time examples so I am not able to understand better,-1, I not able to understand the questions better in the examination,0,I like the topic but don't like  how it is taught,0,the books are not in good condition,-1,not Very clear and up to date,
2/16/2020 23:46:17,-1,not good,-1,course content is not completed,-1,very poor,-1,assignments are not taught,1,good enough,0,good,
2/16/2020 23:53:05,-1,not understandable,1,partially completed,1,not understandable,-1,hard assignments,-1,less count of books available,-1,not in priority,
2/16/2020 23:56:45,-1,"The lecturer not makes the lectures quite interesting and attractive and the
exercise class is not very useful”",-1,Not Detailed explanations and clarity,-1,Course is not very nice and lecturer is also not interesting and very helpful”,-1,Lecturing style is not enganging,-1,The library classes are not good because they are not covering all the knowledge ,-1,"The balance between lectures, exercises and support material is not right",
2/17/2020 0:04:47,-1,unable to understand,1,hard to learn,-1,very tough,0,assignments implemented within time,-1,bad experience,0,same as compare to study,
2/17/2020 0:12:31,-1,very tough to understand,-1,partially completed,-1,hard,0,assignments taught in easy manner,-1,not satisfactory,-1,not provided,
2/17/2020 0:24:07,1, not good,-1,not completed in time,-1,too hard,0,assignments completed n understandable,-1,not good,-1,same priority as study,
2/17/2020 0:31:23,1,good enough and understandable,-1,not completed,-1,very critical,1,assignments completed according to syllabus,0,all kind of books are available,1,sports in top ,
2/17/2020 0:42:40,-1,teaching is good,-1,completed,0,not bad,-1,tough assignments,-1,all varieties are not available,1,always in top,
2/17/2020 0:46:11,-1,worst,-1,not completed,0,good,-1,bad experience,0,good. availability of books,-1,not supported,
2/17/2020 0:56:48,1,not too good,-1,very hard to understand,0,good enough,-1,taught properly,-1,variety of data available,0,always in thinking,
2/17/2020 1:06:34,-1,very bad,-1,incomplete always,-1,numericals were critical ,-1,practicals are not easy,0,good and available always,0,always in demand,
2/17/2020 1:25:58,0,understandable,-1,not completed,-1,tough to solve,-1,assignments not covered,-1,all kind of books are available,0,games at top,
3/14/2020 22:35:37,1,Teaching not good,0,Finish all course in it,0,Easy,0,Good,-1,Poor,-1,Not suportive,
3/14/2020 22:38:03,-1,Teaching good but get diverted with phone call,-1,Never finshes in time,-1,Have tough questions,-1,Doesnot provide practical knowledge,-1,All books are not available,-1,Staff is average,
3/14/2020 22:39:10,-1,Teaching is poor,-1,Large  content,-1,Tough,-1,Poor,-1,Not good,-1,All equipmemts are not available,
3/14/2020 22:40:58,-1,Voice is not audible,-1,Never finishes in time,-1,Tough,-1,Poor,-1,Books are not in good position,-1,Noy always present,
3/14/2020 22:42:56,-1,Lacks in communication,-1,Never get finishes on time,-1,Tough questions,-1,Never get finishes in time,-1,Books are lenghty,-1,Poor communication,
3/14/2020 23:31:45,-1,Not good,-1,Not completed,-1,Not well managed,-1,Apparatus not available,-1,Torn books,-1,No extracurricular activities ,
3/14/2020 23:34:05,-1, improvement needed,-1,Incomplete ,-1,Guarding issues,-1,Cleanliness issues,-1,Books are not available,-1,No extra activities ,
3/15/2020 0:19:42,-1,Irresponsible teachers,-1,Incomplete,-1,Bad environment,-1,Problems in practicals,-1,Needy books are not available,-1,No teachers for that,
3/15/2020 9:00:13,-1,Teachers need to improve themselves,-1,Not finished,-1,Examination halls are not good,-1,Lab assistants are not properly educated,-1,Librarian is irresponsible ,-1,No extracurricular activities ,
3/15/2020 14:35:40,-1,English is not good,-1,Syllabus is too much,-1,Supervision is not that good,-1,Devices are not well maintained,-1,Books are not available,-1,No extra curricular activities,
3/15/2020 14:39:33,-1,Timing issues,-1,Difficult,-1,Un scheduled ,-1,Out dated devices,-1,No space for study,-1,Ok ok,
3/15/2020 17:02:34,-1,Language pdoblems,-1,Hard to understand,-1,Proper management required,-1,Equipments are not a available,-1,Wifi is necessary,-1,Ground needs some improvement ,
3/15/2020 17:05:53,-1,No importance of time,-1,Necessary syllabus is not available ,-1,Supervision is poor,-1,Lab requires some renovation,-1,No management of books,-1, Needs some attention ,
3/15/2020 17:10:39,-1,Bad behaviour,-1,Worthless syllabus ,-1,Proper attention required,-1,Useless equipments,-1,Important books are not available,-1,No one is serious about it,
3/15/2020 17:13:38,-1,Useless teachers,-1,Vast syllabus,-1,Poor checking,-1,Necessary equipments are not available,-1,No sitting arrangements ,-1,Need a good teacher,
3/15/2020 17:19:31,-1,Cant expect this from teachers,-1,Hard to understand,-1,Halls are not good,-1,Uneducated lab technicians,-1,Unnecessary books,-1,Requirement of some necessary asset's ,
3/16/2020 0:15:13,-1,English problem,-1,Very hard,-1,Poor management,-1,Cleanliness issues,-1,Books are not available,-1,Poor condition of ground,
3/16/2020 0:29:01,-1,Syllabus incomplete ,-1,Hard to understand ,-1,No Proper schedule ,-1,More equipments are required,-1,Required books are not available,-1,Extra classes are not available,
3/16/2020 0:34:33,-1,Rude behaviour,-1,Useless content,-1,No strictness in examination ,-1,Required equipments are not available ,-1,Old books,-1,Teachers should be informed about it,
3/16/2020 0:58:10,-1,Lazy habits,-1,Vast but not deep,-1,Improper judgement,-1,Equipments required,-1,Wifi required,-1,Swimming pool required,
3/16/2020 1:14:22,-1,Language problems,-1,Deep but useless,-1,Hygiene required,-1,More equipments required,-1,New books are required,-1,Fitness club is not available,
3/16/2020 1:16:05,0,Fine but practically not clear concepts,-1,Not that easy to understand,1,Okay,-1,Labs aren't opened in required timing,-1,Owner isn't experienced about books,-1,Football club should be included,
3/16/2020 13:44:38,-1,Poor language ,-1,Hard,-1,No Discipline,-1,New equipments required,-1,Old books,-1,Fitness equipments requires,
3/16/2020 13:45:59,-1,English problems,-1,Vast,-1,No proper sitting arrangement,-1,Old devices,-1,Torn books,-1,Ground condition is poor,
3/16/2020 13:48:10,-1,No time importance,-1,Vast but useless,-1,Poor supervision,-1,Need more devices,-1,No WiFi for students,-1,No gaming equipments,
3/16/2020 13:49:35,-1,Poor behaviour,-1,Very hard,-1,Conjusted exam halls,-1,Broken devices,-1,No new books,-1,Ground needs some attention,
3/16/2020 13:53:19,-1,No strictness in class,-1,Vast and hard,-1,No water arrangement,-1,Poor technicians,-1,Useless books,-1,Teacher needs some attention,
3/19/2020 14:19:47,0,Teaching is good but low voice,0,Vast but easy,0,Supervision is good but not strict,0,All the devices are available but not in working condition,0,Books are torn but useful,0,Okay okay,
3/19/2020 14:24:06,0,English is poor but good explaination,0,Easy but not deep,0,Halls are conjusted but great environment ,0,All devices are good but require more,0,Books are there but not all,0,Require more equipments ,
3/19/2020 14:30:17,0,Teaching is good but timing issues,0,Easy but not worthy,0,Okay okay,0,Require more trial kits,0,No wifi but proper sitting sitting arrangements ,0,Teacher is good but not that much educated,
3/19/2020 14:43:57,0,Teaching is good but not language,0,Difficult but not vast,0,Strict but no discipline ,0,All required equipments are there but not maintained properly,0,Books are old but useful,0,All is good but no swimming pool,
3/19/2020 14:47:32,0,Poor pronouncing but good teaching,0,Vast but deep,0,All is good except timing,0,All is there except cleanliness,0,New books but useless,0,Except fitness club all is there,
3/19/2020 14:53:08,0,Teaching is good but timing is not perfect,0,Deep but easy,0,Sitting arrangements are good but no ventilation ,0,All equipments are there but no rules,0,Require more books,0,All is there except indoor games,
3/21/2020 17:02:29,0,Low voice but nice explaination,0,Hard but not so large,0,All is good except sitting arrangement,0,Need more devices ,0,Books are much in quantity but useless,0,All is well except fitness equipments,
3/21/2020 17:05:40,0,Teaching is good but timing issues,0,Easy but not deep,0,Sitting arrangement is good but poor supervision,0,Require more practical kits,0,All is good but no wifi,0,Everything is fine except ground condition,
3/21/2020 17:09:22,0,Explaination is good but poor english,0,Vast but not deep,0,Good supervision but poor management,0,All is good except management,0,No new books ,0,Ground is in best condition but no gaming equipments,
3/21/2020 17:12:25,0,Teaching is good but poor dressing sense ,0,Easy but vast,0,Good management but no ventilation ,0,All equipments are there but some are not useable,0,Books are old but useable,0,No proper timing,
04/19/2020 (18:25:52),1.0,One of the best teachings,-1.0,New Syllabus contents are awsome,-1.0,Exams are out of context.,1.0,Lab work is awsome,-1.0,The facilities are useless,1.0,The activities are good,
04/19/2020 (18:39:27),-1.0,The teachings are worst among the all.,1.0,Course contents are the best,1.0,Exams are the best part .,-1.0,Needed to be improved,0.0,Ok,1.0,Best,
04/21/2020 (22:11:42),1.0,"One of the best teaching, but concepts are not good",-1.0,Worst,-1.0,Out of Context,-1.0,Need to be Improved,-1.0,Better amongst all.,1.0,Great,
04/24/2020 (10:49:19),1.0,One of the great amongst all.,1.0,Best,-1.0,Out of syllabus,1.0,Good,-1.0,Need to be improved,-1.0,NotGood,
04/24/2020 (10:53:27),-1.0,"Good, but timing issues.",0.0,"Easy, but not worthy.",1.0,Great.,1.0,"Good, but notGreat.",1.0,Best,-1.0,Awsome,
04/25/2020 (11:00:00),1.0,Good but not great,1.0,Awesome,-1.0,Out of syllabus,0.0,Not conducted regularly,1.0,Not good,1.0,Best,
04/25/2020 (11:06:01),0.0,Good but not great,-1.0,Not Good,1.0,Great,1.0,Awesome,-1.0,Should be conducted regularly,1.0,Best,
04/25/2020 (13:29:15),1.0,Very well versed with guidance.,-1.0,Not good.,1.0,Too awesome,-1.0,Not conducted regularly.,-1.0,Should be Improved.,1.0,Best,
04/25/2020 (13:34:13),1.0,Very well versed with guidance.,-1.0,Not good.,1.0,Too awesome,-1.0,Not conducted regularly.,-1.0,Should be Improved.,1.0,Best,
04/25/2020 (13:36:38),1.0,Very well versed with guidance.,-1.0,Not good.,1.0,Too awesome,-1.0,Not conducted regularly.,-1.0,Should be Improved.,1.0,Best,
04/25/2020 (13:40:49),-1.0,Not that good.,1.0,Course content are best for 2019,-1.0,Exams are always out of syllabus,-1.0,Needed to be Improved,-1.0,Yet to be improved.,0.0,Good  but to be improved.,
04/25/2020 (17:40:34),1.0,Awesome,1.0,Better among all,0.0,Good but exams are out of syllabus,-1.0,Needed to be conducted regularly,1.0,Best,1.0,Great,
02/03/2021 (10:24:00),-1.0,There should be some improvement .,-1.0,Its very vast.,0.0,The examinations are more toughfer,-1.0,Not conducted timely,1.0,Good,-1.0,Need to be conducted more seriously,
